text,hazard,benefit,old_text
@PaulBrandITV @peterjukes I'm not a political genius but I foretold Truss would be a disaster and I've said that Hunt is now PM until they can shoehorn Mourdant in ....ffs its not rocket science..we're being conned again unamused face,0.3333333333333333,0.0,@PaulBrandITV @peterjukes I'm not a political genius but I foretold Truss would be a disaster and I've said that Hunt is now PM until they can shoehorn Mourdant in ....ffs its not rocket science..we're being conned again 😒
Russia says it launched major attack on Ukrainian infrastructure https--//t.co/s2Fr2PxQaA @TheDemocrats @DeptofDefense @SecBlinken  @POTUS @VP,0.3333333333333333,0.0,Russia says it launched major attack on Ukrainian infrastructure https--//t.co/s2Fr2PxQaA @TheDemocrats @DeptofDefense @SecBlinken  @POTUS @VP
"characters arrre King of despair from Kekkai Sensen, BEAST!Atsushi Nakajima (no not the regualer BSD one fuck that one), Chuuya (BSD again and i could explain Why he's here and also couldn't)  aaand Lacus Welt from OnS",0.3333333333333333,0.0,"characters arrre King of despair from Kekkai Sensen, BEAST!Atsushi Nakajima (no not the regualer BSD one fuck that one), Chuuya (BSD again and i could explain Why he's here and also couldn't)  aaand Lacus Welt from OnS"
Apparently there is a twitter kerfluffle over someone snuggling their beloved pet bird dying of avian influenza and my only input is birds are disgusting and they always come up in the infectious disease portion of the medical boards for a reason.,1.0,0.0,Apparently there is a twitter kerfluffle over someone snuggling their beloved pet bird dying of avian influenza and my only input is birds are disgusting and they always come up in the infectious disease portion of the medical boards for a reason.
What  country are u living in Biden is a total disaster and has accomplished nothing for the Americans. And we don’t need him in FL. Crist not Demmings will win @PressSec @potus,0.3333333333333333,0.3333333333333333,What  country are u living in Biden is a total disaster and has accomplished nothing for the Americans. And we don’t need him in FL. Crist not Demmings will win @PressSec @potus
palm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflakepalm treesnowflake Come and beat hump day with an inter project quiz hosted by these two goofballs.   https--//t.co/dD3Qfg2ZbV #XRP #XRPLcommunity #XRParmy #XRPCommunity #NFTCommunity #nftarti̇sts #XRPLedger  #NFTGiveaway #NFTfamily #Quiz https--//t.co/egXvtaoQxN,0.0,0.0,🌴❄️🌴❄️🌴❄️🌴❄️🌴❄️🌴❄️🌴❄️ Come and beat hump day with an inter project quiz hosted by these two goofballs.   https--//t.co/dD3Qfg2ZbV #XRP #XRPLcommunity #XRParmy #XRPCommunity #NFTCommunity #nftarti̇sts #XRPLedger  #NFTGiveaway #NFTfamily #Quiz https--//t.co/egXvtaoQxN
"@averyweston @RAZ0RFIST Three is the only one I've played till finish And dare I say is the only decent one story wise , is a simple cold War thriller about undoin a fuck up your former mentor did to avoid nuclear armagedom and stopin a warmonger in a giant robot",0.0,0.0,"@averyweston @RAZ0RFIST Three is the only one I've played till finish And dare I say is the only decent one story wise , is a simple cold War thriller about undoin a fuck up your former mentor did to avoid nuclear armagedom and stopin a warmonger in a giant robot"
90% of campus sexual assaults are committed by perpetrators that the survivor knows . Imagine this is your cousin. Visit https--//t.co/QCVoiDZcED for more information.,0.3333333333333333,0.3333333333333333,90% of campus sexual assaults are committed by perpetrators that the survivor knows . Imagine this is your cousin. Visit https--//t.co/QCVoiDZcED for more information.
"@Jeremiah_o_ @Oliveresuana But they dont actually attack their manager and players, they dont insult them neither do they slander then. Stupid toxic Umited fans do all that. Infact we pit our players against eachother, we keep comoaring them as though they are not a team, we are a toxic and stupud fan base",0.6666666666666666,0.3333333333333333,"@Jeremiah_o_ @Oliveresuana But they dont actually attack their manager and players, they dont insult them neither do they slander then. Stupid toxic Umited fans do all that. Infact we pit our players against eachother, we keep comoaring them as though they are not a team, we are a toxic and stupud fan base"
"@iheartracism @BodoZodo @3_kiko @RothbardsI @ninaturner President Trump warned us about shutting down America, 2 Weeks to flatten the curve, and the devastation it would have on our economy. Florida stayed open and suffered NO Negative Economy downfall",0.6666666666666666,0.6666666666666666,"@iheartracism @BodoZodo @3_kiko @RothbardsI @ninaturner President Trump warned us about shutting down America, 2 Weeks to flatten the curve, and the devastation it would have on our economy. Florida stayed open and suffered NO Negative Economy downfall"
One moved another one came right on time (welcome to death row) -kb,0.0,0.0,One moved another one came right on time (welcome to death row) -kb
"@aphroxide #IRGC entered a high school to force the girls to sing for the Islamic Republic. The girls refused. IRGC beat them, arrested 7, 10 are hospitalized one died  She is #Asra_Panahi",1.0,0.3333333333333333,"@aphroxide #IRGC entered a high school to force the girls to sing for the Islamic Republic. The girls refused. IRGC beat them, arrested 7, 10 are hospitalized one died  She is #Asra_Panahi"
"That's definitely the same person... Maybe we should get him out of the wilderness.... How can one man cause all of that chaos in the Congo without even stepping one foot there? We don't want to get on his bedside, he killed half their population, just like the emerald tablet say https--//t.co/eaGrsLIrbe",0.6666666666666666,0.6666666666666666,"That's definitely the same person... Maybe we should get him out of the wilderness.... How can one man cause all of that chaos in the Congo without even stepping one foot there? We don't want to get on his bedside, he killed half their population, just like the emerald tablet say https--//t.co/eaGrsLIrbe"
@JayeshW87959634 @latimes Issa joke my dude.  I’m well aware that your country always comes first I was saying this to show my love and protective feelings I have for them as individuals. Hope they stay safe.,0.25,0.25,@JayeshW87959634 @latimes Issa joke my dude.  I’m well aware that your country always comes first I was saying this to show my love and protective feelings I have for them as individuals. Hope they stay safe.
"@seizegott @JuicyJuuce @montygeek007 @Tankgorl Refusing to send weapons into a conflict, as a principle, is a pacifist position",0.3333333333333333,0.6666666666666666,"@seizegott @JuicyJuuce @montygeek007 @Tankgorl Refusing to send weapons into a conflict, as a principle, is a pacifist position"
overthinking really destroy ya happiness but I can say im never wrong,0.6666666666666666,0.6666666666666666,overthinking really destroy ya happiness but I can say im never wrong
@Ekitipikin I booked this game but I don't have money to paly it and the game is going well . Being broke is a disease I don't even have 100 naira to steak loudly crying face https--//t.co/eAdwxeF6Mn,0.6666666666666666,0.3333333333333333,@Ekitipikin I booked this game but I don't have money to paly it and the game is going well . Being broke is a disease I don't even have 100 naira to steak 😭 https--//t.co/eAdwxeF6Mn
"If youre a wick capital discord member, youre safe and still have access. we simply just did a hard reset of the server, adding/upgrading security features since it was previously compromised, being able to be viewed from mirrors due to web hooks.   Things are better now.",0.6666666666666666,0.6666666666666666,"If youre a wick capital discord member, youre safe and still have access. we simply just did a hard reset of the server, adding/upgrading security features since it was previously compromised, being able to be viewed from mirrors due to web hooks.   Things are better now."
"Russia Forces smash Zelensky's S-300 missile system, Ukraine bid to thwart attack fails | Details https--//t.co/y4jyHN5zYp",0.3333333333333333,0.3333333333333333,"Russia Forces smash Zelensky's S-300 missile system, Ukraine bid to thwart attack fails | Details https--//t.co/y4jyHN5zYp"
"Nerd stuff?face with raised eyebrow i swear to god, the labeling these days is gonna be the death of me https--//t.co/IJErfcEtLl",0.0,0.3333333333333333,"Nerd stuff?🤨 i swear to god, the labeling these days is gonna be the death of me https--//t.co/IJErfcEtLl"
"@_charliebingham No chocolate or avocado as treats (poisonous to them), otherwise as already advised. Good company (have had budgies for over 30 years).",1.0,0.6666666666666666,"@_charliebingham No chocolate or avocado as treats (poisonous to them), otherwise as already advised. Good company (have had budgies for over 30 years)."
"@ClaireAllan So sorry to see this. Whatever the crisis, even here (in East Lancs, where they invented “corridor nurses” due to lack of beds) they’ve always managed to see children quickly in cases of physical emergency (not mental, but that’s a different story). And now this too has gone.",0.6666666666666666,0.3333333333333333,"@ClaireAllan So sorry to see this. Whatever the crisis, even here (in East Lancs, where they invented “corridor nurses” due to lack of beds) they’ve always managed to see children quickly in cases of physical emergency (not mental, but that’s a different story). And now this too has gone."
@R3DHIM what kind of crisis?,0.0,0.0,@R3DHIM what kind of crisis?
"@Evangelion217 @Attack Yes, it’s probably because they’ve been gone for 10 years I think? The internet and gaming has evolved from then so trying to do what you used to do, won’t really work. So trying new modern skits may also not work. It was doomed from the beginning because nostalgia isn’t a saving",0.6666666666666666,0.3333333333333333,"@Evangelion217 @Attack Yes, it’s probably because they’ve been gone for 10 years I think? The internet and gaming has evolved from then so trying to do what you used to do, won’t really work. So trying new modern skits may also not work. It was doomed from the beginning because nostalgia isn’t a saving"
"@OsAlexs @IamRogalDorn That was supposed to be the responsibility of your parents, not some internet celeb.  If this is the state of our society... it deserves to collapse.",0.6666666666666666,0.0,"@OsAlexs @IamRogalDorn That was supposed to be the responsibility of your parents, not some internet celeb.  If this is the state of our society... it deserves to collapse."
@brguest20 I don't think they can force someone to possess a dangerous and illegal substance.,1.0,0.3333333333333333,@brguest20 I don't think they can force someone to possess a dangerous and illegal substance.
@WhalenMona @Lauras4T @Bree1914 @Pixie572 @AmarisPixie @SweetVen33 @Sweet_T2021 @StaceytheGhost @KatPatt29252996 @USAPat4DJT @Lindaprentice16 @Zegdie @HollyMaclane @AGisalive @Chaos_Coffee315 @CL4WS_OUT @BladeRocco @47angb @DoraDallas6 @LaylaTexas77 @mwiley49752 @45anm1 Good Morning and you are very welcome dear Lady Mona @WhalenMona red heartsmiling face with heartsred heartit is truly a pleasure to have you along my sweet and wonderful friend roseroserose,0.0,0.0,@WhalenMona @Lauras4T @Bree1914 @Pixie572 @AmarisPixie @SweetVen33 @Sweet_T2021 @StaceytheGhost @KatPatt29252996 @USAPat4DJT @Lindaprentice16 @Zegdie @HollyMaclane @AGisalive @Chaos_Coffee315 @CL4WS_OUT @BladeRocco @47angb @DoraDallas6 @LaylaTexas77 @mwiley49752 @45anm1 Good Morning and you are very welcome dear Lady Mona @WhalenMona ❤️🥰❤️it is truly a pleasure to have you along my sweet and wonderful friend 🌹🌹🌹
Alicent really said she understood what the king was saying on his death bed and literally understood absolutely nothing,0.3333333333333333,0.0,Alicent really said she understood what the king was saying on his death bed and literally understood absolutely nothing
@shelleymonty1 @HeyNurseKat @JordanB4815 @Captain_EyebaII @mrscorer @Sharky_vs_Evil @DohDoherty @25_cycle @judysimpson222 Sadly common as carers are regularly asked to overstretch themselves to avoid bosses paying for the extra people they need.  Doesn't excuse a failure to understand basics of medicine.,0.6666666666666666,0.0,@shelleymonty1 @HeyNurseKat @JordanB4815 @Captain_EyebaII @mrscorer @Sharky_vs_Evil @DohDoherty @25_cycle @judysimpson222 Sadly common as carers are regularly asked to overstretch themselves to avoid bosses paying for the extra people they need.  Doesn't excuse a failure to understand basics of medicine.
"@Mufc_AS Manchester United has 35 shots and scored only 1 goal in their last games, Infact scored 9 goals from 199 shots this season, close to 10% of conversion rate  Not buying a striker has caused us dearly",0.6666666666666666,0.3333333333333333,"@Mufc_AS Manchester United has 35 shots and scored only 1 goal in their last games, Infact scored 9 goals from 199 shots this season, close to 10% of conversion rate  Not buying a striker has caused us dearly"
"@x_onigiri_y Interesting, thanks for the info, I am really reading more and more statements that reveal that precisely the payment was not really unfair, we are approaching a final conclusion, Although it was not unreasonable since a year ago Helena knew that she was not going to participate.",0.0,0.0,"@x_onigiri_y Interesting, thanks for the info, I am really reading more and more statements that reveal that precisely the payment was not really unfair, we are approaching a final conclusion, Although it was not unreasonable since a year ago Helena knew that she was not going to participate."
@Stray_Bull3t IS THIS CAUSING YOU TO LIKE FOAM FROM THE MOUTH loudly crying face,0.0,0.0,@Stray_Bull3t IS THIS CAUSING YOU TO LIKE FOAM FROM THE MOUTH 😭
@JavonAPrice Oh… and karma has a way of revealing hypocrisy. Hope this helped you to be “unstuck” on this. It wasn’t difficult,0.25,0.5,@JavonAPrice Oh… and karma has a way of revealing hypocrisy. Hope this helped you to be “unstuck” on this. It wasn’t difficult
"@paulacweston In the discord channel, they said ""All live presentations and discussions (the 40 and 50 min ones) are recorded, as are plenaries. The recordings are typically posted by the next day. Social sessions typically are not.""",0.0,0.3333333333333333,"@paulacweston In the discord channel, they said ""All live presentations and discussions (the 40 and 50 min ones) are recorded, as are plenaries. The recordings are typically posted by the next day. Social sessions typically are not."""
What I think. It’s the military allowing the border crashes. Because they probably may have recently been liberated by armed forces. See. That’s America. That ain’t hay. https--//t.co/I1Y91BGf6x,0.3333333333333333,0.0,What I think. It’s the military allowing the border crashes. Because they probably may have recently been liberated by armed forces. See. That’s America. That ain’t hay. https--//t.co/I1Y91BGf6x
"The early birds get the worm, so hurry up and make all the arrangements in advance to avoid cancellations. Check out the best available #accommodations from our #rental lists. Book online to have a relaxing #vacation https--//t.co/rX910Lremy. #vacationtime #caribbeanisland https--//t.co/01KEQb7eTY",0.0,1.0,"The early birds get the worm, so hurry up and make all the arrangements in advance to avoid cancellations. Check out the best available #accommodations from our #rental lists. Book online to have a relaxing #vacation https--//t.co/rX910Lremy. #vacationtime #caribbeanisland https--//t.co/01KEQb7eTY"
"@ModerateLabour1 @TheCentreLefty Agree re--Mordaunt.  Real supply teacher energy there.  She's normally a solid performer but wooden today.  Saying Truss wasn't hiding under a desk will be clipped to death.  Of course she may have done that on purpose.  Hunt, however did well.  He worries me much more.",0.6666666666666666,0.0,"@ModerateLabour1 @TheCentreLefty Agree re--Mordaunt.  Real supply teacher energy there.  She's normally a solid performer but wooden today.  Saying Truss wasn't hiding under a desk will be clipped to death.  Of course she may have done that on purpose.  Hunt, however did well.  He worries me much more."
$ABT Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/XD5FQq93si,0.25,0.25,$ABT Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/XD5FQq93si
shes so hot when she is mad god me kicking my legs and shit i do not wish anything but happiness for meow meow but if she is caused to do this again i wouldnt mind xx https--//t.co/BXPctUhbdB,0.3333333333333333,0.0,shes so hot when she is mad god me kicking my legs and shit i do not wish anything but happiness for meow meow but if she is caused to do this again i wouldnt mind xx https--//t.co/BXPctUhbdB
"@JohnrockRosa @mjjacques9 @J03YKHAY02 @DEskowich @savyrecords You're the other one. Your constant barrage of ah hominem attacks toward anyone with an opinion that differs from your own exposes your weak arguments and poor character. Your opinions are part of a rapidly shrinking minority, you're desperation to hold on to relevance shows.",0.0,0.0,"@JohnrockRosa @mjjacques9 @J03YKHAY02 @DEskowich @savyrecords You're the other one. Your constant barrage of ah hominem attacks toward anyone with an opinion that differs from your own exposes your weak arguments and poor character. Your opinions are part of a rapidly shrinking minority, you're desperation to hold on to relevance shows."
"@jwyflm i think the most beautiful thing for us as muslims is that death isn’t the end for us, it’s a reunion, may Allah have mercy on her and raise her rank",0.0,1.0,"@jwyflm i think the most beautiful thing for us as muslims is that death isn’t the end for us, it’s a reunion, may Allah have mercy on her and raise her rank"
megaphone ONLINE COURSE megaphone Clinical diagnosis and management of dengue  small blue diamond This course is geared at helping healthcare workers in diagnosing and managing all aspects of dengue in order to avoid complications and fatalities.  Start today!  plus INFO--  https--//t.co/zzypLxum2G https--//t.co/qwyireR1tU,0.0,1.0,📣 ONLINE COURSE 📣 Clinical diagnosis and management of dengue  🔹 This course is geared at helping healthcare workers in diagnosing and managing all aspects of dengue in order to avoid complications and fatalities.  Start today!  ➕ INFO--  https--//t.co/zzypLxum2G https--//t.co/qwyireR1tU
@FRGRQueensgirl1 @RepDeanPhillips @MattPPea What exactly is the “dangerous” part of his statement? I ask this as someone who normally can’t stand Trump. I just don’t see anything antisemitic here.,0.3333333333333333,0.0,@FRGRQueensgirl1 @RepDeanPhillips @MattPPea What exactly is the “dangerous” part of his statement? I ask this as someone who normally can’t stand Trump. I just don’t see anything antisemitic here.
"@_TRXGGERHAPPY "" You don't know them. I know they would destroy me if they could. They'd snap me in half and destroy everything I ever stood for. Everything I do is to make sure nobody does that. ""  [ pulling him close by the jacket. She looks absolutely insane before letting him go. ]",0.6666666666666666,0.3333333333333333,"@_TRXGGERHAPPY "" You don't know them. I know they would destroy me if they could. They'd snap me in half and destroy everything I ever stood for. Everything I do is to make sure nobody does that. ""  [ pulling him close by the jacket. She looks absolutely insane before letting him go. ]"
"@ChristinaPushaw Dems swept in 2020 because of covid and the lockdown recession. Dems view covid as a political win, which is why they will not investigate the Wuhan Lab Leak and call it a conspiracy theory.   This should be an issue the republicans push. 20 million died globally due to the leak.",0.3333333333333333,0.0,"@ChristinaPushaw Dems swept in 2020 because of covid and the lockdown recession. Dems view covid as a political win, which is why they will not investigate the Wuhan Lab Leak and call it a conspiracy theory.   This should be an issue the republicans push. 20 million died globally due to the leak."
"trophyWhiteList Winners--  @lyhyong,@Honeybadger0912,@DegenBonbon,@m0tuz,@rkflclsp,@SkSorif222,@pmhun1993,@kimsi011  For MINT Join Discord https--//t.co/GF25iQS61u",0.3333333333333333,0.3333333333333333,"🏆WhiteList Winners--  @lyhyong,@Honeybadger0912,@DegenBonbon,@m0tuz,@rkflclsp,@SkSorif222,@pmhun1993,@kimsi011  For MINT Join Discord https--//t.co/GF25iQS61u"
Geographers play an important role in addressing major challenges facing our world. Find out about where geography could take you next in this video from @Geog_UoD https--//t.co/xgWQhPOCvU,0.0,1.0,Geographers play an important role in addressing major challenges facing our world. Find out about where geography could take you next in this video from @Geog_UoD https--//t.co/xgWQhPOCvU
"For affection, deadly enemies of creativity. Learning and seeing https--//t.co/VEz3ms4pgW",0.3333333333333333,0.3333333333333333,"For affection, deadly enemies of creativity. Learning and seeing https--//t.co/VEz3ms4pgW"
"@CBSSunday Trump & the Trumplicans are hell bent on supplanting truth with a web of lies, hope with fear&hatred, our future by denying our history, diversity & inclusivity with the insidiousness of racism and freedom with CHAOS!  STOP THE TREACHERY & HATE! VOTE BLUE!  SAVE OUR DEMOCRACY!",0.5,1.0,"@CBSSunday Trump & the Trumplicans are hell bent on supplanting truth with a web of lies, hope with fear&hatred, our future by denying our history, diversity & inclusivity with the insidiousness of racism and freedom with CHAOS!  STOP THE TREACHERY & HATE! VOTE BLUE!  SAVE OUR DEMOCRACY!"
He gains the fall of a monarchy and the utter destruction of the 7 kingdoms https--//t.co/WnDcYOeYUR https--//t.co/ZuEGgYUnjo,0.3333333333333333,0.3333333333333333,He gains the fall of a monarchy and the utter destruction of the 7 kingdoms https--//t.co/WnDcYOeYUR https--//t.co/ZuEGgYUnjo
"@mea_dark @josephxdiamond1 @cherry_team_gd Yes, suicide, he drank a bottle of vinegar (or something else). He had a difficult period in his life",0.5,0.25,"@mea_dark @josephxdiamond1 @cherry_team_gd Yes, suicide, he drank a bottle of vinegar (or something else). He had a difficult period in his life"
@Decorouz_ @FinPlanKaluAja1 You argued sanctions should have been done in 2014 of which it was but not at the current level. The whole charade is for the US to take Russia's share of the European energy market. I'm glad they did and the enablers (Europe) are feeling the consequences.,0.0,0.3333333333333333,@Decorouz_ @FinPlanKaluAja1 You argued sanctions should have been done in 2014 of which it was but not at the current level. The whole charade is for the US to take Russia's share of the European energy market. I'm glad they did and the enablers (Europe) are feeling the consequences.
*Legal 150k* *Caution 150k* *Utilities 150k* *Agency 300k*,0.0,0.0,*Legal 150k* *Caution 150k* *Utilities 150k* *Agency 300k*
@AmirAdnani It may be clean energy but our understanding and use of it create deadly waste we can't store or utilize for anything but weapons of mass destruction.,0.6666666666666666,1.0,@AmirAdnani It may be clean energy but our understanding and use of it create deadly waste we can't store or utilize for anything but weapons of mass destruction.
"@ahmnasocial Hey, thank you for reaching out <3 I can get you access to our private creator network on discord where we put out a tonne of brand deals daily ,  You can enroll using the form https--//t.co/8PAJDbmJ1x  lmk if you need any help --)",0.0,0.75,"@ahmnasocial Hey, thank you for reaching out <3 I can get you access to our private creator network on discord where we put out a tonne of brand deals daily ,  You can enroll using the form https--//t.co/8PAJDbmJ1x  lmk if you need any help --)"
That’s fair ... all’s fair... we can go there ... take it there.... im aware ..,0.3333333333333333,0.3333333333333333,That’s fair ... all’s fair... we can go there ... take it there.... im aware ..
$dawn is set and ready for a run up https--//t.co/JWsimXIzeN,0.0,0.25,$dawn is set and ready for a run up https--//t.co/JWsimXIzeN
"trophyWhiteList Winners--  @dobreziola,@kennyGee9378,@michael_ngotho,@AdesojiOlumide5,@kopkesever,@Junioroye6,@Temmy641,@fontes_V,@ummanoest  For MINT Join Discord https--//t.co/SvT958uDIU",0.3333333333333333,0.6666666666666666,"🏆WhiteList Winners--  @dobreziola,@kennyGee9378,@michael_ngotho,@AdesojiOlumide5,@kopkesever,@Junioroye6,@Temmy641,@fontes_V,@ummanoest  For MINT Join Discord https--//t.co/SvT958uDIU"
Chief Ministers of states --  SAVE COWS AND PROGENY FROM PAINFUL DEATH STOP POLYBAGS IN INDIA ! Sign the Petition! https--//t.co/1aNUlv3Hgp via @UKChange,0.6666666666666666,0.6666666666666666,Chief Ministers of states --  SAVE COWS AND PROGENY FROM PAINFUL DEATH STOP POLYBAGS IN INDIA ! Sign the Petition! https--//t.co/1aNUlv3Hgp via @UKChange
"trophyWhiteList Winners--  @7nP5xKA7Ua28Ub8,@hungchung12345,@myo109110,@nontasizm,@YLjps,@KibRT6bOWzA4jdd,@THREEBLUE2,@a9_c0m,@tkdkrk  For MINT Join Discord https--//t.co/xr272eEBeY",0.0,0.6666666666666666,"🏆WhiteList Winners--  @7nP5xKA7Ua28Ub8,@hungchung12345,@myo109110,@nontasizm,@YLjps,@KibRT6bOWzA4jdd,@THREEBLUE2,@a9_c0m,@tkdkrk  For MINT Join Discord https--//t.co/xr272eEBeY"
$QCOM Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/HPkDEjCSSQ,0.0,0.0,$QCOM Everyone is Buying the Dip Right Now.Hoarding Shares--~ https--//t.co/HPkDEjCSSQ
"@NOELreports Note-- Unlike other videos of troop and equipment movements, this is heavily publicized, and video edited for media.  RU wants UA to dedicate troops in North. I doubt any attack is planned & trust UA and Western intel knows more so UA can respond appropriately given threat.",0.6666666666666666,0.0,"@NOELreports Note-- Unlike other videos of troop and equipment movements, this is heavily publicized, and video edited for media.  RU wants UA to dedicate troops in North. I doubt any attack is planned & trust UA and Western intel knows more so UA can respond appropriately given threat."
Assange;  Winning the war was not the objective. Afghanistan was merely a way of washing slush funds of money to avoid tax. Says Snowden https--//t.co/xA6ccNTkyA,0.6666666666666666,0.0,Assange;  Winning the war was not the objective. Afghanistan was merely a way of washing slush funds of money to avoid tax. Says Snowden https--//t.co/xA6ccNTkyA
"@boomer2121 Yep. All that happened because Trump lost the House, Senate & White House in literally record time, while crapping the bed on COVID, thus handing the Marxists the greatest weapon they could ever dream of to finally destroy the essence of USA.  Yes, please give me more of that! pouting face",0.3333333333333333,0.0,"@boomer2121 Yep. All that happened because Trump lost the House, Senate & White House in literally record time, while crapping the bed on COVID, thus handing the Marxists the greatest weapon they could ever dream of to finally destroy the essence of USA.  Yes, please give me more of that! 😡"
$SLC Top Analyst Ratings and Price Targets for this week... https--//t.co/hlweMht3nJ,0.0,0.3333333333333333,$SLC Top Analyst Ratings and Price Targets for this week... https--//t.co/hlweMht3nJ
some of you have meltdowns if someone quote tweets you but think you have the right to judge how a person leaves a toxic relationship and a potentially dangerous environment... learn how to talk to a waiter first before speaking on her name,1.0,0.5,some of you have meltdowns if someone quote tweets you but think you have the right to judge how a person leaves a toxic relationship and a potentially dangerous environment... learn how to talk to a waiter first before speaking on her name
"@KleidMatthew There do seem to be odd outbreaks of conflict in C2nd AD Britain though, which might have prompted caution among some. It is hard to know how worried peple would be!",1.0,0.25,"@KleidMatthew There do seem to be odd outbreaks of conflict in C2nd AD Britain though, which might have prompted caution among some. It is hard to know how worried peple would be!"
"@Lateral50084526 @gclady1738 @david8029 Honestly, that's the best way to approach it. I have severe ADHD with accompanying anxiety and insomnia. Sometimes I just flat out tell Hubs, ""babe, my brain has too much going on right now, I just won't be able to enjoy it, I'm sorry"". He gets it. I don't do that often though.",0.6666666666666666,0.6666666666666666,"@Lateral50084526 @gclady1738 @david8029 Honestly, that's the best way to approach it. I have severe ADHD with accompanying anxiety and insomnia. Sometimes I just flat out tell Hubs, ""babe, my brain has too much going on right now, I just won't be able to enjoy it, I'm sorry"". He gets it. I don't do that often though."
Republicans voted against! But now claiming the money they got! Prescriptions they want to repeal. Our Democratic candidates needs some balls to go confront the Republicans on ALL these issues. And force them to state how they will change things! They have no positions on issues!,0.6666666666666666,1.0,Republicans voted against! But now claiming the money they got! Prescriptions they want to repeal. Our Democratic candidates needs some balls to go confront the Republicans on ALL these issues. And force them to state how they will change things! They have no positions on issues!
@Investingcom Europe has a major electricity crisis but people buy Tesla that runs more expensively than gas,0.5,0.25,@Investingcom Europe has a major electricity crisis but people buy Tesla that runs more expensively than gas
@Zoe91472174 @ninaturner But what is this woman bringing this crap up again? That piece of s*** has been dead for 2 years. What is the point of bringing that up again? We should be talking about the black dude assaulting people with an ax in McDonald's being let out on bail to attack more people.,1.0,0.6666666666666666,@Zoe91472174 @ninaturner But what is this woman bringing this crap up again? That piece of s*** has been dead for 2 years. What is the point of bringing that up again? We should be talking about the black dude assaulting people with an ax in McDonald's being let out on bail to attack more people.
calling the Kingdom a “so-called ally.” It then suffered a major blow after Biden alleged that Mohammed bin Salman could be behind the murder of Washington Post author and Saudi critic Jamal Khashoggi.,0.6666666666666666,0.6666666666666666,calling the Kingdom a “so-called ally.” It then suffered a major blow after Biden alleged that Mohammed bin Salman could be behind the murder of Washington Post author and Saudi critic Jamal Khashoggi.
@billgreen Neither. A trip to ER to treat my heart attack at seeing him finally testifying under oath!  I hope my treatment is successful. I’d love to see perjury counts added to his other legal issues. https--//t.co/FTuRBhGo2t,0.3333333333333333,0.6666666666666666,@billgreen Neither. A trip to ER to treat my heart attack at seeing him finally testifying under oath!  I hope my treatment is successful. I’d love to see perjury counts added to his other legal issues. https--//t.co/FTuRBhGo2t
"@philatrail So, whilst many are rightly pointing to where numbers have bounced right back, and in some cases then some, there are significant parts of the network where hybrid working has caused structural change.",0.25,0.5,"@philatrail So, whilst many are rightly pointing to where numbers have bounced right back, and in some cases then some, there are significant parts of the network where hybrid working has caused structural change."
"What ni-ki said makes me worry for him so much. Negating your emotions, punishing yourself for not doing good enough are all toxic behaviors that on the long run might destroy your mental health. I know for experience. He is stronger than me, but I worry anyway. He is so young!",1.0,0.3333333333333333,"What ni-ki said makes me worry for him so much. Negating your emotions, punishing yourself for not doing good enough are all toxic behaviors that on the long run might destroy your mental health. I know for experience. He is stronger than me, but I worry anyway. He is so young!"
@LuluDeadly @SixFlags Did you ever find out what caused the lock down? When we finally left all we saw was the police giving someone a field sobriety test,0.5,0.25,@LuluDeadly @SixFlags Did you ever find out what caused the lock down? When we finally left all we saw was the police giving someone a field sobriety test
"@kazzacoey She met with Brady earlier for a ""scheduled meeting not crisis talks"". BS! You are right she is dead in the water. Hunt is currently running the govt.",0.5,0.0,"@kazzacoey She met with Brady earlier for a ""scheduled meeting not crisis talks"". BS! You are right she is dead in the water. Hunt is currently running the govt."
"@DorasIRL If the housing crisis persists and the increased inflows continue, direct provision  will continue  for the foreseeable future. There will be nowhere else for people to move on to. We have to be realistic. The housing crisis is not going to be solved for years.",0.75,0.25,"@DorasIRL If the housing crisis persists and the increased inflows continue, direct provision  will continue  for the foreseeable future. There will be nowhere else for people to move on to. We have to be realistic. The housing crisis is not going to be solved for years."
@aggyanubis Should shackle the cruel owners to the trap and work them to death.,1.0,0.3333333333333333,@aggyanubis Should shackle the cruel owners to the trap and work them to death.
Video on Homi Bhabha's death coming tomorrow!,0.3333333333333333,0.3333333333333333,Video on Homi Bhabha's death coming tomorrow!
"I don't care what cancer causing chemicals people want to smear on their faces. I do have a problem with someone who acts like a fool and is stupid enough to go on the grass and heels and claiming that makes them a woman. That's degrading to all women, trans or born that way. https--//t.co/X2F8N4ux0f",1.0,0.0,"I don't care what cancer causing chemicals people want to smear on their faces. I do have a problem with someone who acts like a fool and is stupid enough to go on the grass and heels and claiming that makes them a woman. That's degrading to all women, trans or born that way. https--//t.co/X2F8N4ux0f"
"@MCUSource this aint a rumor, it’s a fact for at least secret wars, anyone who dies between now & then including the people who died before are 100% coming back outside of people who don’t wanna come back or are passed away irl",0.3333333333333333,0.0,"@MCUSource this aint a rumor, it’s a fact for at least secret wars, anyone who dies between now & then including the people who died before are 100% coming back outside of people who don’t wanna come back or are passed away irl"
